Type,Literal meaning,Figurative sentence
Sarcasm,"No, it's healthy enough psychiatrically.","No, it's just very beneficial in a psychiatric way."
Sarcasm,That's a long time.,This is a great time.
Sarcasm,I wish every morning could have been like this.,If only every morning could be like this.
Sarcasm,I am more happy with you than I have ever been with him.,I'm so much happier with you than I ever was with him.
Sarcasm,I have heard a lot about you.,I've heard so much about you guys.
Sarcasm,But this is something very unusual indeed.,But it's something quite extraordinary.
Sarcasm,There's a lot of interest.,There's great interest there.
Sarcasm,Large laminated containers were stacked on the floor.,Great laminated containers piled on the floor.
Sarcasm,We all need a special friend from time to time.,An exceptional friend we all want from time to time.
Sarcasm,You are still a witness in this case.,You're still the best man on this case.
Sarcasm,"Appreciate his certainty, sir.","Well, I appreciate his confidence, Sir."
Sarcasm,I like to ride the bad side.,I love driving on the wrong side.
Sarcasm,"He could still remember what had happened that night, but it did not seem horrible now; now, sitting behind Christine's steering wheel, it seemed rather wonderful.","He still remembered the night before, which now didn't look as bad; now, riding at the wheel of Christine, it seemed more like a wonderful thing."
Sarcasm,"Men like Bob and Nameless One terrified, for their thought was deadlier than their bodies.","Men like Bob and the Nameless One were awesome, because their minds were more deadly than their bodies."
Sarcasm,"This is a huge breach, Sarah.","This is a major breakthrough, Sarah."
Sarcasm,Is it not really true you can lead a healthy life with only a single kidney?,Isn't it true that you can lead a perfectly healthy life with just one kidney?
Sarcasm,"It was an unforgettable moment, gentlemen.","That was a memorable moment, gentlemen."
Sarcasm,Is it not a beautiful morning?,Isn't it a lovely morning?
Sarcasm,No less good than you.,Just as good as you.
Sarcasm,Isn't that weird the way things happen?,Isn't it funny how things happen?
Sarcasm,"Well, the whole thing is quite ridiculous.","Well, this whole thing is kind of funny."
Sarcasm,I always look out for my friends.,Always taking care of my friends.
Sarcasm,"That's enough, Brian, this is really ridiculous.","Enough, Brian, that's really funny."
Sarcasm,"It was a strange effect, Norman thought.","That's a funny effect, Norman was thinking."
Sarcasm,I would like to recognize the error I made in assuming my brother's guilt.,I'd love to admit the mistake I made when I assumed that the brother was guilty.
Sarcasm,A rather emotional song about nobody.,Pretty emotional song about no one.
Sarcasm,But I knew what it was.,"But I knew what it was, that's a good idea."
Sarcasm,This was what bore a terrible reminiscence of the New Orleans situation after the Katrina hurricane of the summer of 2005.,That is what recalls tremendously the situation in New Orleans after passing of hurricane Katrina in the summer 2005.
Sarcasm,"Is that not so, Jason?","Isn't that right, Jason?"
Sarcasm,It's your only day!,This is your one day!
Sarcasm,It sounds like a... a child.,Sounds like a... baby.
Sarcasm,I've always fancied the idea.,I've always liked that idea.
Sarcasm,"Everything had been so passionate, then it had faded.",Everything was so passionate and then it just dropped off.
Sarcasm,you would have done the right thing.,you'd do a good thing.
Sarcasm,"She'd been here only a short time, eager to get back to England.",She was here briefly and she couldn't wait to get back to the UK.
Sarcasm,You look awfully funny.,You seem so funny.
Sarcasm,I'm the one who's just nervous.,I'm just so nervous.
Sarcasm,It's hard to believe that you're really here!,I can't believe you're really here!
Sarcasm,"Everything cold, dark, silvery.","It's all cool, dark, silvery."
Sarcasm,"Vengeance, perhaps, is bad, but it is completely natural.","Revenge may be wicked, but it's perfectly natural."
Sarcasm,"Encouraging progress has been made on global public goods, trade-related aid and new sources of financing, although this is due more to individual Member States' efforts rather than the EU as a whole.","The advances made in the areas of global Public Goods, trade-related aid and new funding sources have been quite encouraging even though they are so far a result of national work rather than from the EU as a whole."
Sarcasm,These kids are so spoiled.,Those kids are so pampered.
Sarcasm,"Is she not great, Leonard?","Isn't she brilliant, Leonard?"
Sarcasm,"I don't want to bet against my guy, but okay.","Not that I'm betting against my boyfriend, but okay."
Sarcasm,Is this not the prettiest thing you've ever seen?,Isn't that the most beautiful thing you've ever seen?
Sarcasm,"It is a privilege serving in section D, sir.","It's an honour to serve in Section D, sir."
Sarcasm,"I'm trying to help you, and I have about 20 other patients, so checking on your house is the last thing on my mind right now.","I'm trying to help you out, and I've got like 20 more patients, so taking care of your house is all that's interesting right now."
Sarcasm,New Orleans is home to her.,And New Orleans is its home.
Sarcasm,We're not allowed to wait for them.,We can't wait for them.
Sarcasm,Do not expect me to carry you.,Don't wait for me to carry you.
Sarcasm,"Lesson one, murder cases are moving at their own pace.",First lesson-- homicide cases move at their own pace.
Sarcasm,"The correct approach to solving Argentina's problems in 2001, and now, would have been to end speculation over devaluation.",Putting an end to speculation on devaluation - that's what was meant to be a good approach to dealing with Argentina's problems in 2001.
Sarcasm,No better way to buy your daughter's love.,Nothing like buying your daughter's love.
Sarcasm,I cannot believe that I missed this.,I can't believe I missed that.
Sarcasm,She was good friends with Warren's mother.,They were great girlfriends with Warren's mother.
Sarcasm,You kill my enthusiasm.,You're killing my excitement.
Sarcasm,You'll never be as good.,Never will be so good.
Sarcasm,This is a tough distance.,It's a great distance.
Sarcasm,The first stages of our Solar System's creation are hardly unique.,The first stage of creating our solar system is almost unique.
Sarcasm,And I don't think you can do it.,And I can't believe you're gonna make it.
Sarcasm,"I shouldn't have been there, he shouldn't have taken me, and I just wanted to see what everybody else was seeing.","I wasn't supposed to be there, he wasn't supposed to take me, but I'm so wanting to see what everyone else is seeing."
Sarcasm,It is as you promised.,It's exactly like you promised.
Sarcasm,I still cannot believe the good fortune I had.,I still can't believe how lucky I was.
Sarcasm,This is a strange place.,It's a special place.
Sarcasm,"Carol, listen to me.","Carol, listen to me. I'm so hot."
Sarcasm,This is a cause for celebration.,That's a good reason to celebrate.
Sarcasm,The water was pretty cold.,The water was nice and cool.
Sarcasm,This will keep us sober without insulting Sergei.,This is what's going to keep our lives sober without offending Sergei.
Sarcasm,As did three of your college professors.,Just like three of your professors in high school.
Sarcasm,I'm prepared to be one.,Ready to become one.
Sarcasm,His Majesty is too powerful!,His majesty is very powerful!
Sarcasm,"Oh, dear, how I lack wonder.","Oh, my dear, how I miss the miracles."
Sarcasm,I cannot believe that you are here!,I can't believe you're here!
Sarcasm,"Which surprises me, frankly.",Which sincerely amazes me.
Sarcasm,"Again, the whole thing is so unbelievably accurate.","And again, the whole thing is just so incredibly precise."
Sarcasm,I can do it a lot quicker.,I can do this so much faster.
Sarcasm,We could be more than that.,We could be so much more.
Sarcasm,"You are a woman, Meg.","Oh, you're female, Meg."
Sarcasm,"Thank you, lonely woman.","Thank you, solitary woman."
Sarcasm,"The evening is salvaged, and food is leaving the kitchen once again.","Tonight's saved, food's leaving the kitchen again. that looks good."
Sarcasm,"It is a flattery, in a way.","In a way, it's flattering."
Sarcasm,I wish to congratulate your department on helping me remove the Caminos.,I'd like to compliment your department on helping me bring down the Caminos.
Sarcasm,It can change a person.,Could change a man.
Sarcasm,I am so sorry about everything that happened tonight.,I'm so sorry for what happened today.
Sarcasm,"I wish we could converse as two honest, intelligent men.",I'd like us to talk like two honest and intelligent men.
Sarcasm,To live would be an awfully big adventure.,Living would've been an amazingly big adventure.
Sarcasm,You've lost all your fun.,You missed all the fun.
Sarcasm,It was the most appropriate time to carry out important tasks.,It was the best time to accomplish meaningful tasks.
Sarcasm,"Henry, that steak was downright vicious, baby.","Henry, the steak was naughty, baby."
Sarcasm,I cannot... I cannot wait.,I can't... I can't wait.
Sarcasm,You're ever going to have a weird spot in his heart!,You'll always have a special place in his heart!
Sarcasm,He was rather proud of it.,He'd been really proud of him.
Sarcasm,I cannot believe that you are with me.,I can't believe you're here with me.
Sarcasm,I spent my 30s in Chino.,Spent my 30th birthday in Chino.
Sarcasm,I think that Tyler's better off having you in the house.,I think it's good for Tyler to have you in the house.
Sarcasm,"You are with the Federation flagship, so you have to be.",You're from a Federation flagship so you must be good.
Sarcasm,Because we've got two victims and no suspects.,"We have two victims here, no suspects. Thank you."
Sarcasm,It was a flamboyant decision.,It was a splendid decision.
Sarcasm,Behind our day-to-day reality is a ravishing world where much of what we perceive of the Universe is wrong.,"Lying just beneath everyday reality is a breathtaking world, where much of what we perceive about the universe is wrong."
Sarcasm,Welcome to my poor fortress.,Welcome to my humble fort..
Sarcasm,He is a very unusual man.,He's an extraordinary man.
Sarcasm,A trailer is deadly important for the survival of your movie.,And the trailer is incredibly important for your film to survive.
Sarcasm,I respect Alustriel and the kindness that she showed.,I appreciate Alustriel and the goodness she has shown me.
Sarcasm,"A dark, very pretty girl.","Dark, a very beautiful girl."
Sarcasm,I would like my secrets back now.,I'd love to have my secrets back.
